-1,-1,-1,-1,9,-1,-1,-1,9,-1,-1,-1,-1,9,-1
-1,-1,-1,-1,9,-1,3,-1,9,-1,-1,3,-1,9,-1
19,19,20,-1,9,-1,9,-1,9,-1,-1,9,-1,9,-1
-1,-1,-1,-1,9,-1,9,-1,9,-1,-1,9,-1,9,-1
-1,18,19,19,27,-1,9,-1,9,-1,-1,9,-1,9,-1
-1,-1,-1,-1,-1,-1,9,-1,15,-1,-1,9,-1,9,-1
20,-1,0,1,2,-1,9,-1,-1,-1,-1,9,-1,9,-1
-1,-1,6,7,8,-1,22,19,19,19,19,27,-1,9,-1
-1,-1,12,13,14,-1,9,-1,-1,-1,-1,-1,-1,15,-1
-1,-1,-1,-1,-1,-1,26,33,-1,-1,-1,-1,-1,-1,-1
19,20,-1,-1,-1,-1,-1,9,-1,18,19,19,19,19,19
-1,-1,0,1,2,-1,-1,9,-1,-1,-1,-1,-1,-1,-1
-1,-1,12,13,14,-1,-1,9,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,26,31,1,1,2,-1,-1,6
-1,-1,-1,32,19,20,-1,-1,6,7,7,8,-1,-1,6
20,-1,-1,9,-1,-1,-1,-1,6,7,7,8,-1,-1,6
-1,-1,-1,9,-1,18,19,36,29,13,13,14,-1,-1,6
-1,-1,-1,9,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,6
-1,-1,-1,22,19,20,-1,9,-1,-1,-1,-1,-1,32,29
-1,18,19,27,-1,-1,-1,9,-1,-1,-1,-1,-1,9,-1
-1,-1,-1,-1,32,19,19,35,19,19,33,-1,-1,9,-1
19,19,20,-1,9,-1,-1,-1,-1,37,9,-1,-1,9,-1
-1,-1,-1,-1,9,-1,-1,-1,-1,37,9,-1,-1,9,-1
-1,18,19,19,27,-1,-1,18,19,19,23,-1,-1,9,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,15,-1
-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,34,1,1,1,1,1,1,1,1,1
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
