-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,2,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,7,8,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,13,28,19,19,27,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,6,7,7,7,7,7,7,7,7,7
-1,-1,-1,-1,-1,6,7,24,13,13,13,13,13,25,7
-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,6,7
-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,6,7
-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,6,7
-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,6,7
-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,6,7
-1,-1,-1,-1,-1,6,7,4,1,1,1,1,1,5,7
-1,-1,-1,-1,-1,6,7,7,7,7,7,7,7,7,7
-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
